Symbol,Open,High,Low,Last Traded Price,Change,%Change,Traded Volume(lacs),Traded Value(crs),52 Week High,52 Week Low,365 Days % Change,30 Days % Change
"KAJARIACER","417.00","461.00","416.45","457.40","44.10","10.67","53.76","241.53","767.70","406.00","-28.45","8.65"
"CUMMINSIND","714.00","759.90","713.75","755.00","46.40","6.55","29.05","214.81","984.00","613.20","-14.35","18.70"
"CESC","941.50","1,028.85","941.00","1,002.10","60.80","6.46","34.40","345.38","1,190.00","861.35","6.48","13.36"
"TORNTPOWER","233.85","250.50","233.35","248.75","14.85","6.35","26.68","65.48","307.35","207.40","17.56","10.31"
"NIITTECH","1,315.90","1,384.80","1,315.90","1,384.00","68.25","5.19","16.38","222.21","1,384.80","476.40","186.22","22.72"
"UPL","624.90","651.00","619.50","649.90","31.00","5.01","36.69","233.79","856.25","537.25","-19.84","2.82"
"GLENMARK","610.00","641.55","607.00","636.35","28.15","4.63","23.44","146.85","654.95","493.50","6.81","12.79"
"ADANIPOWER","32.00","33.20","31.60","33.00","1.45","4.60","259.22","83.57","47.80","15.15","18.28","32.26"
"AMBUJACEM","231.00","241.40","230.40","239.85","10.10","4.40","63.81","151.91","291.50","189.00","-12.59","21.14"
"TATAPOWER","69.80","73.00","69.70","72.90","2.85","4.07","40.52","28.92","101.80","66.55","-9.10","7.13"
"STAR","454.00","471.90","452.00","467.85","16.60","3.68","44.25","205.30","1,041.10","333.30","-48.14","29.12"
"CANFINHOME","328.00","345.00","327.40","337.10","10.75","3.29","25.42","86.05","589.89","308.40","-39.66","1.87"
"KTKBANK","120.35","125.40","119.05","123.60","3.65","3.04","63.97","78.83","171.60","105.10","-12.83","11.86"
"TECHM","695.00","717.10","694.40","708.50","20.55","2.99","79.19","561.80","729.50","410.55","64.35","9.24"
"INDIACEM","117.40","123.30","117.00","120.85","3.45","2.94","112.24","136.26","205.95","97.10","-31.97","12.94"
"RPOWER","33.55","34.30","33.00","34.25","0.95","2.85","58.30","19.53","65.20","28.80","-12.74","9.95"
"KSCL","618.65","636.50","612.45","632.90","16.95","2.75","6.86","43.15","637.70","431.20","16.43","4.70"
"PEL","2,790.00","2,862.30","2,785.00","2,848.00","76.20","2.75","3.74","105.57","3,018.70","2,275.00","8.83","11.61"
"MANAPPURAM","100.25","103.30","100.25","102.75","2.70","2.70","35.85","36.63","130.45","83.50","8.62","0.98"
"AJANTPHARM","1,205.00","1,238.50","1,195.20","1,234.70","31.35","2.61","6.00","73.33","1,595.00","895.85","6.97","18.35"
"ACC","1,604.00","1,650.95","1,604.00","1,639.95","40.65","2.54","10.68","174.56","1,869.95","1,255.65","-8.52","25.11"
"COALINDIA","286.15","292.60","285.00","291.20","7.15","2.52","91.42","266.09","316.95","235.85","22.12","11.27"
"CADILAHC","379.80","389.70","371.05","386.50","9.05","2.40","49.23","188.46","519.45","332.75","-18.33","7.53"
"LUPIN","872.00","891.90","865.00","889.15","19.90","2.29","34.31","301.29","1,090.00","723.65","-3.71","11.13"
"GRASIM","1,043.00","1,070.00","1,028.00","1,063.45","23.60","2.27","17.50","184.05","1,300.00","914.20","-4.32","15.42"
"DISHTV","70.95","73.00","70.40","72.50","1.55","2.18","38.75","27.98","86.90","63.70","-4.92","2.33"
"HINDZINC","280.00","287.00","279.00","286.30","6.05","2.16","6.69","18.92","340.20","260.65","-1.58","6.95"
"COLPAL","1,148.90","1,170.60","1,143.40","1,170.35","23.45","2.04","12.73","147.14","1,281.70","1,015.10","8.32","5.23"
"HCC","15.80","16.25","15.25","15.50","0.30","1.97","772.67","122.24","44.95","9.45","-53.87","48.33"
"MCX","854.10","880.90","853.00","871.00","16.85","1.97","5.41","47.07","1,159.85","665.10","-12.69","13.32"
"BEML","817.00","842.00","815.00","829.90","15.90","1.95","15.26","127.15","1,947.00","737.30","-54.72","9.83"
"AXISBANK","625.40","638.25","617.30","636.50","12.10","1.94","155.22","969.76","638.25","447.50","28.64","17.79"
"PTC","84.70","86.60","84.35","86.25","1.55","1.83","25.13","21.55","130.45","67.80","-22.30","23.74"
"LICHSGFIN","552.00","571.90","552.00","563.60","9.90","1.79","23.53","132.98","689.55","455.40","-13.08","8.09"
"DRREDDY","2,388.00","2,427.90","2,354.10","2,423.20","42.45","1.78","6.39","153.50","2,615.00","1,887.00","25.48","18.69"
"SYNDIBANK","39.25","40.05","39.05","39.85","0.65","1.66","30.91","12.23","95.90","37.30","-36.75","0.89"
"HCLTECH","1,001.80","1,014.00","998.35","1,004.65","16.40","1.66","49.20","493.91","1,108.00","824.85","14.94","-0.02"
"ZEEL","507.00","516.00","505.00","514.45","8.30","1.64","17.88","91.44","619.00","477.00","1.01","-0.02"
"KPIT","288.90","295.55","286.15","294.10","4.60","1.59","20.89","60.95","309.95","109.10","165.19","2.24"
"TATAELXSI","1,415.00","1,448.00","1,412.00","1,442.25","22.50","1.58","7.45","106.85","1,490.90","792.30","75.67","4.48"
"MUTHOOTFIN","398.60","408.20","394.85","404.65","6.05","1.52","4.15","16.67","525.50","363.50","-11.00","2.38"
"SUNPHARMA","626.90","639.45","620.50","635.40","9.05","1.44","77.52","489.75","639.45","435.00","37.97","13.11"
"IDBI","62.70","64.55","61.90","63.40","0.90","1.44","131.45","83.29","91.50","47.00","17.19","10.07"
"BIOCON","606.00","614.95","595.40","612.55","8.45","1.40","22.13","134.67","696.60","325.15","87.12","7.75"
"WIPRO","284.85","294.50","284.00","289.00","3.95","1.39","60.71","176.63","334.00","253.50","0.45","4.54"
"JISLJALEQS","77.00","77.90","76.30","77.70","1.00","1.30","68.04","52.47","150.40","71.70","-18.98","5.14"
"CONCOR","630.00","646.70","624.80","636.00","7.80","1.24","6.20","39.40","750.00","583.83","-47.95","-3.42"
"CHENNPETRO","304.90","307.90","301.65","307.90","3.75","1.23","3.48","10.61","480.50","262.45","-23.41","9.89"
"ONGC","169.80","171.25","166.80","170.75","2.05","1.22","51.81","87.52","212.85","151.80","8.65","9.07"
"CIPLA","647.90","654.45","644.00","651.55","7.70","1.20","19.82","128.62","663.40","507.20","15.99","2.75"
"GODFRYPHLP","858.00","877.05","855.65","861.50","9.65","1.13","2.16","18.79","1,109.15","670.95","-19.44","14.08"
"BAJFINANCE","2,840.85","2,883.00","2,824.80","2,871.90","32.15","1.13","9.52","271.53","2,908.00","1,511.20","69.87","4.21"
"NATIONALUM","72.50","73.45","71.65","72.30","0.75","1.05","128.53","93.25","97.60","56.55","4.03","23.48"
"PETRONET","227.25","230.30","225.30","228.00","2.25","1.00","26.46","60.44","275.65","202.05","-0.39","9.12"
"CENTURYTEX","930.00","950.00","930.00","937.00","9.20","0.99","9.97","93.88","1,471.20","842.55","-23.42","6.15"
"HAVELLS","694.95","702.90","684.40","697.00","6.85","0.99","18.77","130.80","702.90","450.00","46.91","14.25"
"CHOLAFIN","1,475.90","1,487.50","1,470.25","1,483.20","14.55","0.99","1.70","25.22","1,760.05","1,051.95","28.91","-3.62"
"RELIANCE","1,237.25","1,251.50","1,227.00","1,246.70","11.80","0.96","72.80","905.79","1,251.50","765.00","59.38","11.28"
"CGPOWER","61.00","61.90","60.30","61.00","0.55","0.91","107.87","66.11","99.15","46.75","-24.97","0.25"
"SIEMENS","1,027.40","1,049.90","1,022.95","1,029.00","9.05","0.89","9.92","103.03","1,453.50","931.00","-19.65","6.10"
"NBCC","73.80","74.95","73.65","74.40","0.65","0.88","23.79","17.67","291.30","60.60","-63.84","14.55"
"NTPC","159.60","161.70","157.60","159.95","1.40","0.88","44.00","70.15","188.00","149.50","-7.01","1.14"
"TATACHEM","707.65","710.85","700.00","709.50","5.85","0.83","4.17","29.48","787.50","568.10","20.97","5.94"
"DABUR","454.25","461.70","451.80","457.00","3.70","0.82","36.51","167.04","461.70","296.50","50.21","22.23"
"ULTRACEMCO","4,305.00","4,393.00","4,304.60","4,335.70","35.00","0.81","2.71","118.22","4,599.90","3,563.00","8.18","8.13"
"EICHERMOT","28,499.00","28,800.00","28,399.05","28,600.00","217.20","0.77","0.39","112.87","33,480.00","26,208.05","-9.59","5.83"
"INFRATEL","285.45","289.70","284.35","287.00","2.20","0.77","23.04","66.17","482.80","274.55","-25.76","0.10"
"CASTROLIND","159.00","161.70","159.00","160.10","1.20","0.76","16.40","26.37","214.48","152.70","-58.56","-4.02"
"WOCKPHARMA","640.70","651.95","626.05","644.05","4.80","0.75","16.64","106.76","1,012.00","530.65","19.70","15.89"
"TV18BRDCST","48.80","49.55","47.95","48.80","0.35","0.72","31.27","15.25","70.80","35.30","35.93","6.55"
"BEL","118.00","120.50","117.55","118.30","0.85","0.72","49.18","58.57","193.40","96.70","-27.34","15.08"
"BRITANNIA","6,795.00","6,914.20","6,710.05","6,820.00","48.60","0.72","2.20","150.81","6,914.20","4,142.20","61.24","5.97"
"RBLBANK","595.00","603.85","594.20","595.50","4.20","0.71","38.84","232.76","603.85","443.30","17.50","4.51"
"ESCORTS","897.70","909.80","895.15","897.50","6.30","0.71","14.07","127.03","1,017.70","591.05","49.30","4.77"
"M&MFIN","482.95","484.90","478.00","482.90","3.40","0.71","9.17","44.24","534.00","386.10","19.54","3.47"
"GSFC","114.95","116.90","113.85","115.80","0.80","0.70","13.40","15.50","166.40","100.05","-13.68","10.55"
"ARVIND","405.50","410.80","402.65","407.30","2.85","0.70","18.36","74.73","478.50","357.30","11.53","1.02"
"SUZLON","7.25","7.30","7.10","7.25","0.05","0.69","124.59","8.97","17.50","6.85","-55.11","-2.68"
"AUROPHARMA","665.00","669.60","649.15","664.00","4.45","0.67","37.73","249.61","809.45","527.00","-4.61","12.49"
"SUNTV","795.00","809.60","785.70","798.00","5.35","0.67","23.70","189.96","1,097.80","691.50","10.95","2.12"
"BERGEPAINT","333.95","341.10","332.10","335.00","2.10","0.63","13.50","45.54","341.10","230.55","40.26","6.45"
"VGUARD","214.35","217.85","213.10","215.65","1.30","0.61","7.94","17.15","254.90","177.00","21.46","5.87"
"BHEL","75.50","76.50","75.10","75.45","0.45","0.60","50.02","37.86","107.95","64.45","-9.17","8.56"
"BAJAJFINSV","7,104.00","7,130.00","7,012.20","7,105.00","41.40","0.59","1.45","102.09","7,200.00","4,500.00","36.19","2.63"
"SHREECEM","17,650.10","17,909.00","17,377.80","17,820.00","100.55","0.57","0.16","28.88","19,848.90","14,980.00","4.04","5.65"
"TORNTPHARM","1,756.05","1,779.90","1,731.20","1,753.00","10.00","0.57","5.32","93.36","1,790.55","1,147.30","40.34","20.89"
"BANKINDIA","95.90","96.85","94.60","96.10","0.50","0.52","62.59","59.92","216.80","76.50","-31.11","11.29"
"DALMIABHA","2,716.55","2,788.00","2,711.30","2,725.00","13.75","0.51","1.93","52.99","3,350.00","2,178.70","5.50","13.72"
"RAYMOND","782.90","793.95","780.05","783.50","3.90","0.50","5.41","42.54","1,153.00","725.60","5.18","-4.14"
"ADANIENT","214.00","222.00","212.05","213.55","1.05","0.49","220.79","479.76","223.50","100.85","98.65","24.74"
"ANDHRABANK","32.90","33.15","32.50","32.95","0.15","0.46","28.33","9.30","73.45","29.25","-33.84","5.27"
"TVSMOTOR","541.80","550.00","535.45","539.25","2.30","0.43","24.42","132.76","794.45","507.00","-6.11","-0.52"
"JUBLFOOD","1,522.75","1,532.50","1,505.70","1,519.00","6.40","0.42","5.87","89.30","1,539.50","652.53","9.79","4.74"
"MARUTI","9,110.00","9,130.00","9,050.40","9,110.10","35.75","0.39","5.28","346.42","9,996.40","7,475.10","21.44","-6.09"
"FEDERALBNK","81.65","83.45","80.90","81.80","0.30","0.37","325.37","267.19","127.65","73.50","-22.83","-6.89"
"PIDILITIND","1,139.10","1,158.00","1,139.10","1,142.80","4.05","0.36","6.08","69.79","1,195.40","751.30","39.96","8.80"
"BATAINDIA","1,030.10","1,040.75","1,024.80","1,033.40","3.30","0.32","7.47","77.11","1,040.75","653.10","54.38","14.31"
"HEROMOTOCO","3,310.00","3,349.90","3,297.05","3,314.60","10.60","0.32","3.18","105.52","4,091.95","3,033.75","-16.55","4.71"
"NESTLEIND","10,859.00","10,990.00","10,830.00","10,874.20","33.15","0.31","0.62","68.05","10,990.00","6,578.05","64.28","4.63"
"JSWSTEEL","343.20","344.30","338.05","342.50","0.95","0.28","27.82","94.93","351.00","228.25","46.56","11.69"
"ASHOKLEY","128.50","129.60","127.60","128.60","0.30","0.23","104.83","134.72","167.50","100.00","25.77","17.87"
"IGL","288.40","288.40","283.05","284.55","0.60","0.21","14.46","41.28","344.90","240.95","13.25","1.17"
"APOLLOTYRE","258.00","264.80","257.55","262.40","0.55","0.21","68.71","180.11","307.25","228.15","-2.42","-4.89"
"ENGINERSIN","125.85","126.30","123.30","125.15","0.25","0.20","11.46","14.33","206.40","117.80","-15.78","1.96"
"TCS","2,010.15","2,024.00","2,004.00","2,014.00","4.05","0.20","13.77","277.49","3,674.80","1,711.15","-20.36","0.42"
"IDFC","52.45","53.25","51.60","52.60","0.10","0.19","41.88","21.97","68.00","42.90","-3.13","19.68"
"UJJIVAN","359.90","365.20","357.05","359.35","0.55","0.15","6.34","22.92","434.75","302.05","16.71","-6.44"
"INFY","1,390.00","1,396.00","1,373.75","1,386.00","1.75","0.13","41.81","577.43","1,437.65","860.00","58.69","2.22"
"BANKBARODA","153.40","155.00","150.20","151.20","0.20","0.13","167.73","254.88","206.65","109.50","6.40","19.71"
"BOSCHLTD","18,810.00","18,950.00","18,801.10","18,801.10","20.15","0.11","0.07","12.56","23,211.90","16,975.00","-14.42","4.49"
"DIVISLAB","1,258.00","1,259.05","1,229.05","1,248.00","1.30","0.10","17.94","223.16","1,259.05","618.20","100.59","15.48"
"TATAMTRDVR","145.00","147.95","142.20","144.25","0.15","0.10","43.60","63.60","261.90","133.50","-35.27","1.76"
"OIL","208.00","209.50","205.30","206.15","0.20","0.10","4.03","8.33","259.30","180.33","-24.40","0.32"
"DCBBANK","174.10","174.85","171.85","174.00","0.10","0.06","6.75","11.69","206.50","155.05","-2.66","9.02"
"PFC","82.50","83.95","81.80","82.30","0.05","0.06","76.25","63.04","149.65","67.50","-30.55","16.41"
"HDFCBANK","2,098.00","2,112.00","2,092.65","2,097.00","0.80","0.04","20.64","408.67","2,220.00","1,736.80","20.30","-2.76"
"GRANULES","111.25","112.60","109.30","111.30","0.05","0.04","30.95","34.36","150.00","71.55","-11.67","17.90"
"L&TFH","188.50","188.80","185.05","186.45","0.05","0.03","53.82","100.45","213.85","140.55","8.46","9.10"
"EXIDEIND","296.00","299.45","293.40","295.30","0.05","0.02","12.47","36.97","299.50","192.40","46.66","9.39"
"JPASSOCIAT","13.05","14.30","12.80","13.00","0.00","0.00","1,540.07","206.22","27.30","12.30","-40.50","-14.19"
"IFCI","17.15","17.40","16.95","17.20","0.00","0.00","54.10","9.28","34.60","14.45","-24.89","10.61"
"JINDALSTEL","206.25","207.85","202.55","205.20","-0.10","-0.05","73.92","152.09","294.30","128.10","55.81","9.47"
"LT","1,335.00","1,335.00","1,315.00","1,322.70","-1.00","-0.08","30.57","404.68","1,470.00","1,113.05","17.35","3.40"
"ICICIBANK","338.30","341.85","334.05","338.15","-0.30","-0.09","160.10","540.61","365.70","255.00","15.21","22.72"
"RAMCOCEM","680.50","684.75","675.00","680.00","-0.85","-0.12","4.38","29.80","879.10","620.10","2.67","3.32"
"GODREJIND","621.00","624.80","614.10","618.20","-0.75","-0.12","2.87","17.79","657.90","512.55","6.06","2.15"
"BALRAMCHIN","71.90","73.00","71.50","71.55","-0.10","-0.14","19.42","14.05","182.50","58.70","-56.78","13.12"
"ITC","314.50","317.00","312.00","312.80","-0.50","-0.16","208.37","427.40","317.00","250.00","11.08","10.08"
"MRF","75,111.00","75,250.00","74,256.70","74,640.00","-121.90","-0.16","0.12","86.23","81,425.95","61,000.00","17.69","-4.04"
"UNIONBANK","88.50","89.10","87.50","88.45","-0.15","-0.17","48.71","42.96","196.05","73.90","-32.48","12.03"
"MINDTREE","1,044.00","1,056.80","1,027.35","1,034.60","-1.90","-0.18","13.28","138.63","1,101.20","439.05","124.23","7.80"
"SBIN","308.30","308.85","303.35","307.10","-0.55","-0.18","141.40","432.16","351.30","232.35","11.82","15.30"
"ADANIPORTS","378.55","382.00","375.40","377.55","-0.70","-0.19","15.93","60.26","452.35","350.45","0.43","-1.62"
"MFSL","481.95","487.95","474.50","482.00","-0.95","-0.20","3.43","16.54","652.90","403.25","-19.25","6.24"
"RECLTD","113.50","113.85","111.60","112.95","-0.25","-0.22","30.45","34.29","184.00","89.00","-29.98","23.71"
"GAIL","380.50","386.45","375.60","378.15","-0.90","-0.24","41.20","157.31","399.40","279.01","1.06","5.39"
"POWERGRID","187.65","188.30","185.85","187.20","-0.45","-0.24","20.56","38.44","224.95","174.10","-15.02","5.73"
"MRPL","81.20","82.30","80.70","81.15","-0.20","-0.25","4.86","3.96","146.70","73.35","-34.24","0.56"
"HDFC","1,915.05","1,931.80","1,906.55","1,915.00","-5.05","-0.26","16.02","307.02","2,052.95","1,638.00","10.17","-2.64"
"SRF","1,970.00","1,983.75","1,926.10","1,963.35","-5.70","-0.29","4.05","79.02","2,446.60","1,432.80","32.61","25.24"
"INDIGO","1,086.90","1,106.00","1,070.10","1,083.00","-3.20","-0.29","9.02","98.33","1,520.00","890.55","-14.78","2.66"
"HINDALCO","227.95","228.15","224.20","226.00","-0.65","-0.29","61.15","138.27","284.00","192.35","0.49","15.22"
"ALBK","40.70","41.10","40.45","40.65","-0.15","-0.37","24.72","10.08","89.00","37.30","-36.68","-2.05"
"IDEA","54.20","54.95","52.30","53.20","-0.20","-0.37","230.63","122.91","118.90","48.30","-40.39","1.24"
"NHPC","25.90","26.10","25.60","25.70","-0.10","-0.39","27.59","7.12","34.50","22.35","-13.90","10.54"
"SAIL","77.95","78.75","76.95","77.45","-0.30","-0.39","81.10","63.15","101.45","52.85","30.28","6.68"
"BHARTIARTL","364.00","370.40","363.10","369.05","-1.50","-0.40","31.11","114.42","564.80","331.00","-11.95","2.81"
"ASIANPAINT","1,416.45","1,425.95","1,395.40","1,403.20","-5.90","-0.42","15.21","214.15","1,490.60","1,090.10","23.69","-2.09"
"OFSS","4,059.65","4,060.00","4,021.80","4,037.70","-17.05","-0.42","0.37","14.84","4,379.20","3,372.25","18.14","3.85"
"BAJAJ-AUTO","2,750.00","2,770.00","2,718.60","2,723.00","-12.35","-0.45","4.63","127.36","3,468.35","2,605.00","-1.57","1.45"
"RELCAPITAL","452.00","455.90","445.35","450.80","-2.20","-0.49","36.23","163.00","879.90","334.30","-41.87","23.78"
"YESBANK","396.00","397.45","389.50","392.00","-2.00","-0.51","99.91","392.32","404.00","285.00","14.17","1.40"
"SRTRANSFIN","1,335.00","1,352.15","1,320.10","1,324.60","-6.80","-0.51","12.56","167.60","1,668.75","951.00","38.04","9.17"
"HEXAWARE","495.90","500.65","487.45","491.35","-2.55","-0.52","15.34","76.15","557.70","259.00","84.96","-2.51"
"BHARATFIN","1,215.45","1,219.65","1,205.00","1,207.05","-6.45","-0.53","4.02","48.80","1,234.80","845.00","39.13","1.70"
"IOC","158.25","159.80","157.50","157.80","-0.85","-0.54","58.52","92.72","231.48","150.00","-61.81","-2.89"
"TATACOMM","551.00","558.55","547.55","548.75","-3.05","-0.55","1.55","8.55","754.00","534.50","-13.03","-3.11"
"SOUTHBANK","17.90","17.90","17.65","17.75","-0.10","-0.56","193.67","34.32","34.75","17.65","-34.14","-4.05"
"TATAMOTORS","271.85","274.70","266.70","268.50","-1.60","-0.59","195.06","530.01","468.00","243.10","-28.28","3.77"
"TITAN","924.65","927.95","905.80","915.70","-6.00","-0.65","25.31","231.32","999.70","563.65","48.77","6.63"
"MARICO","363.95","364.10","359.50","361.85","-2.40","-0.66","16.09","58.18","374.75","284.15","13.84","2.78"
"ORIENTBANK","82.30","82.45","80.55","81.20","-0.55","-0.67","22.57","18.36","159.90","65.60","-32.33","11.54"
"DHFL","676.80","681.75","659.05","667.25","-4.70","-0.70","57.55","384.24","684.90","446.25","48.69","9.36"
"PNB","84.25","84.90","83.25","83.60","-0.60","-0.71","167.20","140.30","231.45","71.65","-39.24","5.89"
"ICICIPRULI","390.90","390.90","383.20","385.00","-3.00","-0.77","16.01","61.92","462.20","347.25","-8.37","2.72"
"INFIBEAM","214.00","215.55","208.00","209.20","-1.75","-0.83","52.42","110.06","215.55","87.15","49.90","20.82"
"INDUSINDBK","1,995.00","1,995.00","1,967.30","1,974.15","-16.80","-0.84","6.88","136.09","2,038.00","1,572.40","22.16","1.75"
"KOTAKBANK","1,269.25","1,272.60","1,260.25","1,264.00","-10.75","-0.84","11.43","144.93","1,417.00","962.00","30.37","-5.46"
"EQUITAS","143.95","145.60","142.25","142.35","-1.30","-0.90","11.15","16.04","183.60","129.30","-8.63","4.67"
"IBULHSGFIN","1,303.50","1,310.00","1,279.80","1,284.00","-12.20","-0.94","6.59","85.23","1,440.00","1,081.00","7.12","7.25"
"REPCOHOME","594.75","595.10","581.10","586.90","-5.60","-0.95","1.06","6.21","734.00","510.00","-8.76","-2.13"
"UBL","1,381.10","1,400.00","1,366.15","1,372.00","-13.10","-0.95","7.80","107.97","1,420.00","775.25","70.81","28.05"
"GODREJCP","1,398.00","1,401.35","1,380.00","1,385.25","-13.70","-0.98","4.85","67.22","1,407.00","883.00","53.30","2.81"
"HINDPETRO","270.25","271.00","266.00","267.30","-2.70","-1.00","28.74","77.03","492.80","250.60","-38.38","-4.16"
"M&M","973.00","976.65","955.50","959.00","-10.55","-1.09","15.57","150.39","982.25","612.00","-30.44","5.34"
"BHARATFORG","648.00","650.45","639.00","640.20","-7.55","-1.17","6.02","38.75","798.00","556.70","12.73","6.07"
"CEATLTD","1,430.10","1,449.90","1,406.35","1,411.30","-17.45","-1.22","8.54","121.99","2,019.00","1,227.15","-15.78","6.57"
"BALKRISIND","1,367.00","1,374.05","1,338.55","1,342.00","-16.95","-1.25","5.49","74.23","1,437.95","718.50","-8.78","11.66"
"MCDOWELL-N","630.00","637.10","620.50","622.00","-8.10","-1.29","22.92","62.05","801.03","468.01","-75.44","7.37"
"HINDUNILVR","1,777.00","1,777.00","1,750.00","1,753.30","-23.70","-1.33","11.69","205.73","1,808.65","1,169.00","47.16","3.77"
"VEDL","223.05","223.45","218.10","218.85","-3.00","-1.35","78.91","173.54","355.70","200.65","-25.51","3.43"
"VOLTAS","620.85","623.45","610.10","611.50","-9.20","-1.48","6.98","42.86","675.30","493.05","14.81","6.58"
"APOLLOHOSP","1,190.00","1,205.00","1,172.05","1,183.10","-18.05","-1.50","15.06","178.80","1,263.40","910.10","12.54","24.05"
"CANBK","289.20","289.80","281.75","283.00","-4.50","-1.57","55.17","157.30","463.70","216.55","-13.39","14.60"
"RELINFRA","426.00","428.45","417.50","420.00","-6.90","-1.62","23.12","97.40","589.90","364.65","-10.39","5.93"
"INDIANB","345.95","346.95","340.00","340.00","-5.65","-1.63","8.45","28.93","427.40","253.05","14.52","6.30"
"MOTHERSUMI","317.50","318.25","309.55","310.50","-5.15","-1.63","19.65","61.89","395.60","274.25","-3.09","5.86"
"SREINFRA","49.00","49.00","48.05","48.10","-0.80","-1.64","12.87","6.26","129.80","46.35","-59.70","-5.22"
"NCC","101.80","101.80","98.75","99.45","-1.70","-1.68","76.17","76.14","141.40","77.55","16.93","18.25"
"CAPF","643.00","647.00","623.85","629.65","-10.80","-1.69","7.34","46.38","901.85","475.00","-11.00","23.89"
"NMDC","106.25","106.50","103.40","103.75","-1.80","-1.71","18.01","18.81","162.70","93.50","-14.43","8.87"
"TATAGLOBAL","246.90","246.90","239.25","240.90","-4.25","-1.73","32.72","79.41","328.75","188.85","22.81","-0.99"
"GMRINFRA","20.15","20.25","19.50","19.70","-0.35","-1.75","287.86","57.05","25.05","14.55","12.57","7.65"
"BPCL","378.50","378.50","368.10","369.30","-6.65","-1.77","55.66","206.41","551.55","359.55","-25.81","-5.23"
"IRB","195.50","195.75","190.20","191.00","-3.65","-1.88","12.75","24.55","286.20","183.75","-7.48","1.17"
"PVR","1,328.00","1,328.00","1,301.00","1,305.00","-26.40","-1.98","3.29","43.10","1,568.45","1,062.80","1.90","13.21"
"IDFCBANK","48.25","48.35","46.70","46.95","-0.95","-1.98","130.87","61.89","70.40","35.80","-14.09","24.54"
"PAGEIND","34,899.00","34,899.00","34,011.45","34,159.50","-705.40","-2.02","0.36","123.43","35,080.00","16,800.00","100.76","19.80"
"RCOM","19.20","19.50","18.40","18.65","-0.40","-2.10","863.35","163.00","40.15","9.60","-20.30","41.29"
"TATASTEEL","602.25","602.45","580.55","584.00","-15.40","-2.57","108.74","640.41","748.11","493.00","-6.04","12.98"
"JUSTDIAL","587.80","588.00","565.40","568.50","-15.65","-2.68","17.33","99.22","647.00","350.30","57.09","2.13"
"PCJEWELLER","98.70","99.45","95.00","95.80","-2.65","-2.69","92.56","89.89","600.65","65.30","-75.05","2.24"
"MGL","922.55","929.00","891.05","894.90","-27.65","-3.00","6.16","55.73","1,377.50","772.15","-13.18","5.94"
"DLF","214.85","215.40","207.25","208.35","-6.50","-3.03","64.89","135.84","273.85","158.20","15.49","17.28"
"AMARAJABAT","897.00","908.45","858.05","864.40","-27.40","-3.07","18.21","161.70","908.45","664.55","13.77","9.40"
"JETAIRWAYS","297.40","297.40","289.65","291.50","-9.90","-3.28","74.24","217.77","883.45","258.00","-47.93","-7.53"

